patient_id,genes,similarities
Group_1,ENSG00000100346,0.45776382088661194
Group_1,ENSG00000168546,0.38034510612487793
Group_1,ENSG00000126790,0.32470378279685974
Group_1,ENSG00000145536,0.3025292754173279
Group_1,ENSG00000134779,0.3302989602088928
Group_1,ENSG00000175985,0.3213123083114624
Group_1,ENSG00000149654,0.34382113814353943
Group_1,ENSG00000134013,0.4688642919063568
Group_1,ENSG00000149050,0.446652352809906
Group_1,ENSG00000157542,0.5180416703224182
Group_1,ENSG00000121691,0.6022100448608398
Group_1,ENSG00000107614,0.42609018087387085
Group_1,ENSG00000064687,0.38184767961502075
Group_1,ENSG00000116017,0.45977509021759033
Group_1,ENSG00000091656,0.4579378366470337
Group_1,ENSG00000157927,0.4229147434234619
Group_1,ENSG00000011132,0.4187466502189636
Group_1,ENSG00000130702,0.46691322326660156
Group_1,ENSG00000138061,0.38547763228416443
Group_1,ENSG00000173638,0.5330780148506165
Group_1,ENSG00000077327,0.6000351905822754
Group_1,ENSG00000165973,0.5827826857566833
Group_1,ENSG00000161082,0.4176962077617645
Group_1,ENSG00000160193,0.5195269584655762
Group_1,ENSG00000115163,0.4074138402938843
Group_1,ENSG00000132541,0.5036614537239075
Group_1,ENSG00000166012,0.39873364567756653
Group_1,ENSG00000133740,0.4620121717453003
Group_1,ENSG00000156928,0.3716965913772583
Group_1,ENSG00000101844,0.25923705101013184
Group_1,ENSG00000119547,0.40356987714767456
Group_1,ENSG00000101638,0.395113468170166
Group_1,ENSG00000156469,0.46830278635025024
Group_1,ENSG00000088325,0.4828977584838867
Group_1,ENSG00000120992,0.3125075697898865
Group_1,ENSG00000119689,0.5846924781799316
Group_1,ENSG00000120899,0.5568791627883911
Group_1,ENSG00000130287,0.45011886954307556
Group_1,ENSG00000155265,0.375889390707016
Group_1,ENSG00000060656,0.44162070751190186
Group_1,ENSG00000196636,0.3670015037059784
Group_1,ENSG00000124333,0.5010084509849548
Group_1,ENSG00000158008,0.28695499897003174
Group_1,ENSG00000130940,0.45880424976348877
Group_1,ENSG00000153317,0.4807931184768677
Group_1,ENSG00000064545,0.4347115755081177
Group_1,ENSG00000073150,0.38082826137542725
Group_1,ENSG00000183317,0.31135454773902893
Group_1,ENSG00000106261,0.3725290894508362
Group_1,ENSG00000146005,0.23926502466201782
Group_1,ENSG00000139083,0.49139320850372314
Group_1,ENSG00000176225,0.39294594526290894
Group_1,ENSG00000142185,0.4606438875198364
Group_1,ENSG00000156709,0.6824055910110474
Group_1,ENSG00000102580,0.49825239181518555
Group_1,ENSG00000164930,0.3869786560535431
Group_1,ENSG00000203485,0.5383208394050598
Group_1,ENSG00000178996,0.37243589758872986
Group_1,ENSG00000166140,0.4481405019760132
Group_1,ENSG00000060491,0.392397940158844
Group_1,ENSG00000145685,0.4274880886077881
Group_1,ENSG00000183431,0.4328630566596985
Group_1,ENSG00000131379,0.18683865666389465
Group_1,ENSG00000159147,0.4752553701400757
Group_1,ENSG00000185252,0.37759700417518616
Group_1,ENSG00000124615,0.421755850315094
Group_1,ENSG00000167637,0.28709661960601807
Group_1,ENSG00000176222,0.32233312726020813
Group_1,ENSG00000203780,0.3959624767303467
Group_1,ENSG00000100296,0.41078147292137146
Group_1,ENSG00000101665,0.5147329568862915
Group_1,ENSG00000130038,0.4641622006893158
Group_1,ENSG00000133111,0.350724458694458
Group_1,ENSG00000101574,0.2909662127494812
Group_1,ENSG00000167193,0.566728413105011
Group_1,ENSG00000269743,0.047575388103723526
Group_1,ENSG00000125703,0.30238837003707886
Group_1,ENSG00000152127,0.33842334151268005
Group_1,ENSG00000187624,0.13263435661792755
Group_1,ENSG00000049769,0.41496825218200684
Group_1,ENSG00000164066,0.5789178609848022
Group_1,ENSG00000197016,0.29261472821235657
Group_1,ENSG00000185985,0.4072187542915344
Group_1,ENSG00000102683,0.6023150682449341
Group_1,ENSG00000127903,0.38806334137916565
Group_1,ENSG00000141385,0.5694758892059326
Group_1,ENSG00000110042,0.39763253927230835
Group_1,ENSG00000102445,0.2718041241168976
Group_1,ENSG00000101216,0.4632958173751831
Group_1,ENSG00000171208,0.48814070224761963
Group_1,ENSG00000274180,0.3381161391735077
Group_1,ENSG00000135338,0.40511417388916016
Group_1,ENSG00000141034,0.45385968685150146
Group_1,ENSG00000006125,0.5042185187339783
Group_1,ENSG00000249884,0.397891104221344
Group_1,ENSG00000152944,0.41332462430000305
Group_1,ENSG00000125895,0.2716100215911865
Group_1,ENSG00000197859,0.6291034817695618
Group_1,ENSG00000009413,0.5553339719772339
Group_1,ENSG00000104419,0.5413689613342285
Group_1,ENSG00000128578,0.3227303624153137
Group_1,ENSG00000180089,0.4048026204109192
Group_1,ENSG00000070159,0.5081964135169983
Group_1,ENSG00000119650,0.5454041361808777
Group_1,ENSG00000102387,0.29839473962783813
Group_1,ENSG00000184949,0.33539122343063354
Group_1,ENSG00000023909,0.4259437918663025
Group_1,ENSG00000182552,0.33796605467796326
Group_1,ENSG00000164129,0.36094605922698975
Group_1,ENSG00000088682,0.5825859904289246
Group_1,ENSG00000100441,0.36395955085754395
Group_1,ENSG00000133640,0.4583682417869568
Group_1,ENSG00000206535,-0.016390442848205566
Group_1,ENSG00000185189,0.3950974941253662
Group_1,ENSG00000141449,0.5468229055404663
Group_1,ENSG00000197122,0.6231599450111389
Group_1,ENSG00000101938,0.3777141869068146
Group_1,ENSG00000169629,0.3501737117767334
Group_1,ENSG00000171310,0.2902486324310303
Group_1,ENSG00000103248,0.2861213982105255
Group_1,ENSG00000104731,0.3021063208580017
Group_1,ENSG00000147251,0.3434748649597168
Group_1,ENSG00000140497,0.3286701440811157
Group_1,ENSG00000143119,0.4211636483669281
Group_1,ENSG00000171943,0.22944827377796173
Group_1,ENSG00000108846,0.3932551443576813
Group_1,ENSG00000135299,0.4409743547439575
Group_1,ENSG00000087076,0.3217334747314453
Group_1,ENSG00000177034,0.3888934850692749
Group_1,ENSG00000137563,0.45339012145996094
Group_1,ENSG00000103888,0.4671745002269745
Group_1,ENSG00000153902,0.6168336868286133
Group_1,ENSG00000136881,0.4272698760032654
Group_1,ENSG00000173542,0.5103814005851746
Group_1,ENSG00000099957,0.4202454686164856
Group_1,ENSG00000140450,0.3413665294647217
Group_1,ENSG00000164111,0.5378618240356445
Group_1,ENSG00000121406,0.3956257700920105
Group_1,ENSG00000013619,0.5107150673866272
Group_1,ENSG00000121417,0.3686157464981079
Group_1,ENSG00000180479,0.37219715118408203
Group_1,ENSG00000076716,0.5654692649841309
Group_1,ENSG00000162341,0.4869123101234436
Group_1,ENSG00000119326,0.5285903215408325
Group_1,ENSG00000080371,0.49336540699005127
Group_1,ENSG00000181788,0.48514121770858765
Group_1,ENSG00000034152,0.4738311171531677
Group_1,ENSG00000143653,0.45724403858184814
Group_1,ENSG00000101161,0.4958711862564087
Group_1,ENSG00000106113,0.25829553604125977
Group_1,ENSG00000165209,0.49206727743148804
Group_1,ENSG00000151135,0.2857655882835388
Group_1,ENSG00000070182,0.5557980537414551
